date,year,quarter,market,group,tariff,tou,regulated,incumbent,consumer,smartmeter
2019 Q2,2019,2,ENDESA,OTHERS,2.1A,0,false,0,36834,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.0A,0,false,1,1729586,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.0NA-DHA,1,false,1,2682156,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.1A,0,false,1,98733,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.1DHA,1,false,1,94378,0.979333333
2019 Q2,2019,2,ENDESA,EDP,2.0A,0,false,0,50075,0.979333333
2019 Q2,2019,2,ENDESA,EDP,2.0NA-DHA,1,false,0,49437,0.979333333
2019 Q2,2019,2,ENDESA,EDP,2.1A,0,false,0,742,0.979333333
2019 Q2,2019,2,ENDESA,EDP,2.1DHA,1,false,0,332,0.979333333
2019 Q2,2019,2,ENDESA,OTHERS,2.0NA-DHA,1,false,0,342666,0.979333333
2019 Q2,2019,2,ENDESA,OTHERS,2.1DHA,1,false,0,27184,0.979333333
2019 Q2,2019,2,ENDESA,NATURGY,2.0A,0,false,0,389158,0.979333333
2019 Q2,2019,2,ENDESA,NATURGY,2.0NA-DHA,1,false,0,185818,0.979333333
2019 Q2,2019,2,ENDESA,NATURGY,2.1A,0,false,0,23760,0.979333333
2019 Q2,2019,2,ENDESA,NATURGY,2.1DHA,1,false,0,6732,0.979333333
2019 Q2,2019,2,ENDESA,REPSOL,2.0A,0,false,0,28480,0.979333333
2019 Q2,2019,2,ENDESA,REPSOL,2.0NA-DHA,1,false,0,98424,0.979333333
2019 Q2,2019,2,ENDESA,REPSOL,2.1A,0,false,0,1544,0.979333333
2019 Q2,2019,2,ENDESA,REPSOL,2.1DHA,1,false,0,2787,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.0A,0,true,1,4499086,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.0NA-DHA,1,true,1,318423,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.1A,0,true,1,30150,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.1DHA,1,true,1,4422,0.979333333
2019 Q2,2019,2,ENDESA,IBERDROLA,2.0A,0,false,0,387157,0.979333333
2019 Q2,2019,2,ENDESA,IBERDROLA,2.0NA-DHA,1,false,0,183578,0.979333333
2019 Q2,2019,2,ENDESA,IBERDROLA,2.1A,0,false,0,26839,0.979333333
2019 Q2,2019,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,13963,0.979333333
2019 Q3,2019,3,IBERDROLA,OTHERS,2.0A,0,false,0,263004,0.997666667
2019 Q3,2019,3,IBERDROLA,OTHERS,2.1A,0,false,0,32620,0.997666667
2019 Q3,2019,3,IBERDROLA,ENDESA,2.0NA-DHA,1,false,0,213760,0.997666667
2019 Q3,2019,3,IBERDROLA,ENDESA,2.0A,0,false,0,129921,0.997666667
2019 Q3,2019,3,IBERDROLA,ENDESA,2.1A,0,false,0,8405,0.997666667
2019 Q3,2019,3,IBERDROLA,ENDESA,2.1DHA,1,false,0,9089,0.997666667
2019 Q3,2019,3,IBERDROLA,EDP,2.0A,0,false,0,187734,0.997666667
2019 Q3,2019,3,IBERDROLA,EDP,2.0NA-DHA,1,false,0,113097,0.997666667
2019 Q3,2019,3,IBERDROLA,EDP,2.1A,0,false,0,1583,0.997666667
2019 Q3,2019,3,IBERDROLA,EDP,2.1DHA,1,false,0,750,0.997666667
2019 Q3,2019,3,IBERDROLA,OTHERS,2.0NA-DHA,1,false,0,288035,0.997666667
2019 Q3,2019,3,IBERDROLA,OTHERS,2.1DHA,1,false,0,25182,0.997666667
2019 Q3,2019,3,IBERDROLA,NATURGY,2.0A,0,false,0,274908,0.997666667
2019 Q3,2019,3,IBERDROLA,NATURGY,2.1DHA,1,false,0,4935,0.997666667
2019 Q3,2019,3,IBERDROLA,NATURGY,2.0NA-DHA,1,false,0,202994,0.997666667
2019 Q3,2019,3,IBERDROLA,NATURGY,2.1A,0,false,0,16688,0.997666667
2019 Q3,2019,3,IBERDROLA,REPSOL,2.0NA-DHA,1,false,0,113617,0.997666667
2019 Q3,2019,3,IBERDROLA,REPSOL,2.0A,0,false,0,23114,0.997666667
2019 Q3,2019,3,IBERDROLA,REPSOL,2.1A,0,false,0,2047,0.997666667
2019 Q3,2019,3,IBERDROLA,REPSOL,2.1DHA,1,false,0,3810,0.997666667
2019 Q3,2019,3,IBERDROLA,IBERDROLA,2.0A,0,true,1,3139838,0.997666667
2019 Q3,2019,3,IBERDROLA,IBERDROLA,2.0NA-DHA,1,true,1,224751,0.997666667
2019 Q3,2019,3,IBERDROLA,IBERDROLA,2.1A,0,true,1,478,0.997666667
2019 Q3,2019,3,IBERDROLA,IBERDROLA,2.1DHA,1,true,1,162,0.997666667
2019 Q3,2019,3,IBERDROLA,IBERDROLA,2.0A,0,false,1,3538468,0.997666667
2019 Q3,2019,3,IBERDROLA,IBERDROLA,2.0NA-DHA,1,false,1,1653888,0.997666667
2019 Q3,2019,3,IBERDROLA,IBERDROLA,2.1A,0,false,1,116533,0.997666667
2019 Q3,2019,3,IBERDROLA,IBERDROLA,2.1DHA,1,false,1,65213,0.997666667
2019 Q3,2019,3,NATURGY,OTHERS,2.0A,0,false,0,63675,0.984
2019 Q3,2019,3,NATURGY,OTHERS,2.1A,0,false,0,7166,0.984
2019 Q3,2019,3,NATURGY,OTHERS,2.0NA-DHA,1,false,0,90421,0.984
2019 Q3,2019,3,NATURGY,OTHERS,2.1DHA,1,false,0,7883,0.984
2019 Q3,2019,3,NATURGY,ENDESA,2.0A,0,false,0,54834,0.984
2019 Q3,2019,3,NATURGY,ENDESA,2.0NA-DHA,1,false,0,70231,0.984
2019 Q3,2019,3,NATURGY,ENDESA,2.1A,0,false,0,3579,0.984
2019 Q3,2019,3,NATURGY,ENDESA,2.1DHA,1,false,0,3188,0.984
2019 Q3,2019,3,NATURGY,EDP,2.0A,0,false,0,30547,0.984
2019 Q3,2019,3,NATURGY,EDP,2.0NA-DHA,1,false,0,31428,0.984
2019 Q3,2019,3,NATURGY,EDP,2.1A,0,false,0,401,0.984
2019 Q3,2019,3,NATURGY,EDP,2.1DHA,1,false,0,198,0.984
2019 Q3,2019,3,NATURGY,NATURGY,2.0A,0,false,1,447788,0.984
2019 Q3,2019,3,NATURGY,NATURGY,2.0NA-DHA,1,false,1,339113,0.984
2019 Q3,2019,3,NATURGY,NATURGY,2.1A,0,false,1,34606,0.984
2019 Q3,2019,3,NATURGY,NATURGY,2.1DHA,1,false,1,13546,0.984
2019 Q3,2019,3,NATURGY,REPSOL,2.0A,0,false,0,8462,0.984
2019 Q3,2019,3,NATURGY,REPSOL,2.0NA-DHA,1,false,0,44382,0.984
2019 Q3,2019,3,NATURGY,REPSOL,2.1A,0,false,0,568,0.984
2019 Q3,2019,3,NATURGY,REPSOL,2.1DHA,1,false,0,1381,0.984
2019 Q3,2019,3,NATURGY,NATURGY,2.0A,0,true,1,1862140,0.984
2019 Q3,2019,3,NATURGY,NATURGY,2.0NA-DHA,1,true,1,234003,0.984
2019 Q3,2019,3,NATURGY,NATURGY,2.1A,0,true,1,1665,0.984
2019 Q3,2019,3,NATURGY,NATURGY,2.1DHA,1,true,1,328,0.984
2019 Q3,2019,3,NATURGY,IBERDROLA,2.0A,0,false,0,151763,0.984
2019 Q3,2019,3,NATURGY,IBERDROLA,2.0NA-DHA,1,false,0,96668,0.984
2019 Q3,2019,3,NATURGY,IBERDROLA,2.1DHA,1,false,0,7578,0.984
2019 Q3,2019,3,NATURGY,IBERDROLA,2.1A,0,false,0,8218,0.984
2019 Q3,2019,3,REPSOL,ENDESA,2.0A,0,false,0,10971,0.9914884
2019 Q3,2019,3,REPSOL,ENDESA,2.0NA-DHA,1,false,0,12541,0.9914884
2019 Q3,2019,3,REPSOL,ENDESA,2.1A,0,false,0,594,0.9914884
2019 Q3,2019,3,REPSOL,ENDESA,2.1DHA,1,false,0,428,0.9914884
2019 Q3,2019,3,REPSOL,EDP,2.0A,0,false,0,43120,0.9914884
2019 Q3,2019,3,REPSOL,EDP,2.0NA-DHA,1,false,0,19074,0.9914884
2019 Q3,2019,3,REPSOL,EDP,2.1A,0,false,0,451,0.9914884
2019 Q3,2019,3,REPSOL,EDP,2.1DHA,1,false,0,351,0.9914884
2019 Q3,2019,3,REPSOL,OTHERS,2.0A,0,false,0,26143,0.9914884
2019 Q3,2019,3,REPSOL,OTHERS,2.0NA-DHA,1,false,0,24606,0.9914884
2019 Q3,2019,3,REPSOL,OTHERS,2.1A,0,false,0,2037,0.9914884
2019 Q3,2019,3,REPSOL,OTHERS,2.1DHA,1,false,0,2325,0.9914884
2019 Q3,2019,3,REPSOL,NATURGY,2.0A,0,false,0,18549,0.9914884
2019 Q3,2019,3,REPSOL,NATURGY,2.0NA-DHA,1,false,0,12554,0.9914884
2019 Q3,2019,3,REPSOL,NATURGY,2.1A,0,false,0,844,0.9914884
2019 Q3,2019,3,REPSOL,NATURGY,2.1DHA,1,false,0,470,0.9914884
2019 Q3,2019,3,REPSOL,REPSOL,2.0A,0,false,1,103683,0.9914884
2019 Q3,2019,3,REPSOL,REPSOL,2.0NA-DHA,1,false,1,90774,0.9914884
2019 Q3,2019,3,REPSOL,REPSOL,2.1A,0,false,1,3051,0.9914884
2019 Q3,2019,3,REPSOL,REPSOL,2.1DHA,1,false,1,2408,0.9914884
2019 Q3,2019,3,REPSOL,REPSOL,2.0A,0,true,1,189356,0.9914884
2019 Q3,2019,3,REPSOL,REPSOL,2.0NA-DHA,1,true,1,18210,0.9914884
2019 Q3,2019,3,REPSOL,REPSOL,2.1A,0,true,1,323,0.9914884
2019 Q3,2019,3,REPSOL,REPSOL,2.1DHA,1,true,1,65,0.9914884
2019 Q3,2019,3,REPSOL,IBERDROLA,2.0A,0,false,0,24480,0.9914884
2019 Q3,2019,3,REPSOL,IBERDROLA,2.0NA-DHA,1,false,0,19262,0.9914884
2019 Q3,2019,3,REPSOL,IBERDROLA,2.1A,0,false,0,1224,0.9914884
2019 Q3,2019,3,REPSOL,IBERDROLA,2.1DHA,1,false,0,1142,0.9914884
2019 Q3,2019,3,EDP,OTHERS,2.1DHA,1,false,0,1266,0.990666667
2019 Q3,2019,3,EDP,ENDESA,2.0A,0,false,0,2969,0.990666667
2019 Q3,2019,3,EDP,ENDESA,2.0NA-DHA,1,false,0,5853,0.990666667
2019 Q3,2019,3,EDP,ENDESA,2.1A,0,false,0,290,0.990666667
2019 Q3,2019,3,EDP,ENDESA,2.1DHA,1,false,0,515,0.990666667
2019 Q3,2019,3,EDP,EDP,2.0A,0,false,1,259989,0.990666667
2019 Q3,2019,3,EDP,EDP,2.0NA-DHA,1,false,1,98219,0.990666667
2019 Q3,2019,3,EDP,EDP,2.1A,0,false,1,10044,0.990666667
2019 Q3,2019,3,EDP,EDP,2.1DHA,1,false,1,1769,0.990666667
2019 Q3,2019,3,EDP,OTHERS,2.0A,0,false,0,8902,0.990666667
2019 Q3,2019,3,EDP,OTHERS,2.0NA-DHA,1,false,0,11162,0.990666667
2019 Q3,2019,3,EDP,OTHERS,2.1A,0,false,0,1754,0.990666667
2019 Q3,2019,3,EDP,NATURGY,2.0A,0,false,0,9432,0.990666667
2019 Q3,2019,3,EDP,NATURGY,2.1A,0,false,0,626,0.990666667
2019 Q3,2019,3,EDP,NATURGY,2.0NA-DHA,1,false,0,8315,0.990666667
2019 Q3,2019,3,EDP,NATURGY,2.1DHA,1,false,0,213,0.990666667
2019 Q3,2019,3,EDP,REPSOL,2.0A,0,false,0,1315,0.990666667
2019 Q3,2019,3,EDP,REPSOL,2.0NA-DHA,1,false,0,8405,0.990666667
2019 Q3,2019,3,EDP,REPSOL,2.1DHA,1,false,0,118,0.990666667
2019 Q3,2019,3,EDP,REPSOL,2.1A,0,false,0,135,0.990666667
2019 Q3,2019,3,EDP,EDP,2.0A,0,true,1,170062,0.990666667
2019 Q3,2019,3,EDP,EDP,2.0NA-DHA,1,true,1,18522,0.990666667
2019 Q3,2019,3,EDP,EDP,2.1A,0,true,1,277,0.990666667
2019 Q3,2019,3,EDP,EDP,2.1DHA,1,true,1,48,0.990666667
2019 Q3,2019,3,EDP,IBERDROLA,2.0A,0,false,0,15201,0.990666667
2019 Q3,2019,3,EDP,IBERDROLA,2.0NA-DHA,1,false,0,6926,0.990666667
2019 Q3,2019,3,EDP,IBERDROLA,2.1A,0,false,0,1407,0.990666667
2019 Q3,2019,3,EDP,IBERDROLA,2.1DHA,1,false,0,723,0.990666667
2019 Q3,2019,3,ENDESA,OTHERS,2.0A,0,false,0,342585,0.981666667
2019 Q3,2019,3,ENDESA,OTHERS,2.1A,0,false,0,37045,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.0A,0,false,1,1658008,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.0NA-DHA,1,false,1,2758631,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.1A,0,false,1,95353,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.1DHA,1,false,1,96941,0.981666667
2019 Q3,2019,3,ENDESA,EDP,2.0A,0,false,0,46058,0.981666667
2019 Q3,2019,3,ENDESA,EDP,2.0NA-DHA,1,false,0,58139,0.981666667
2019 Q3,2019,3,ENDESA,EDP,2.1A,0,false,0,716,0.981666667
2019 Q3,2019,3,ENDESA,EDP,2.1DHA,1,false,0,374,0.981666667
2019 Q3,2019,3,ENDESA,OTHERS,2.0NA-DHA,1,false,0,384707,0.981666667
2019 Q3,2019,3,ENDESA,OTHERS,2.1DHA,1,false,0,29525,0.981666667
2019 Q3,2019,3,ENDESA,NATURGY,2.0A,0,false,0,342736,0.981666667
2019 Q3,2019,3,ENDESA,NATURGY,2.0NA-DHA,1,false,0,212748,0.981666667
2019 Q3,2019,3,ENDESA,NATURGY,2.1A,0,false,0,22418,0.981666667
2019 Q3,2019,3,ENDESA,NATURGY,2.1DHA,1,false,0,6838,0.981666667
2019 Q3,2019,3,ENDESA,REPSOL,2.0A,0,false,0,27878,0.981666667
2019 Q3,2019,3,ENDESA,REPSOL,2.0NA-DHA,1,false,0,113256,0.981666667
2019 Q3,2019,3,ENDESA,REPSOL,2.1A,0,false,0,1477,0.981666667
2019 Q3,2019,3,ENDESA,REPSOL,2.1DHA,1,false,0,3242,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.0A,0,true,1,4436337,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.0NA-DHA,1,true,1,335084,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.1A,0,true,1,29331,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.1DHA,1,true,1,4485,0.981666667
2019 Q3,2019,3,ENDESA,IBERDROLA,2.0A,0,false,0,372588,0.981666667
2019 Q3,2019,3,ENDESA,IBERDROLA,2.0NA-DHA,1,false,0,196412,0.981666667
2019 Q3,2019,3,ENDESA,IBERDROLA,2.1A,0,false,0,25827,0.981666667
2019 Q3,2019,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,14493,0.981666667
2019 Q4,2019,4,IBERDROLA,OTHERS,2.0A,0,false,0,267722,0.998
2019 Q4,2019,4,IBERDROLA,OTHERS,2.1A,0,false,0,33307,0.998
2019 Q4,2019,4,IBERDROLA,ENDESA,2.0NA-DHA,1,false,0,234050,0.998
2019 Q4,2019,4,IBERDROLA,ENDESA,2.0A,0,false,0,110499,0.998
2019 Q4,2019,4,IBERDROLA,ENDESA,2.1A,0,false,0,8079,0.998
2019 Q4,2019,4,IBERDROLA,ENDESA,2.1DHA,1,false,0,8753,0.998
2019 Q4,2019,4,IBERDROLA,EDP,2.0A,0,false,0,170539,0.998
2019 Q4,2019,4,IBERDROLA,EDP,2.0NA-DHA,1,false,0,132366,0.998
2019 Q4,2019,4,IBERDROLA,EDP,2.1A,0,false,0,1482,0.998
2019 Q4,2019,4,IBERDROLA,EDP,2.1DHA,1,false,0,799,0.998
2019 Q4,2019,4,IBERDROLA,OTHERS,2.0NA-DHA,1,false,0,319048,0.998
2019 Q4,2019,4,IBERDROLA,OTHERS,2.1DHA,1,false,0,27562,0.998
2019 Q4,2019,4,IBERDROLA,NATURGY,2.0A,0,false,0,223525,0.998
2019 Q4,2019,4,IBERDROLA,NATURGY,2.1DHA,1,false,0,4922,0.998
2019 Q4,2019,4,IBERDROLA,NATURGY,2.0NA-DHA,1,false,0,237989,0.998
2019 Q4,2019,4,IBERDROLA,NATURGY,2.1A,0,false,0,15350,0.998
2019 Q4,2019,4,IBERDROLA,REPSOL,2.0NA-DHA,1,false,0,134462,0.998
2019 Q4,2019,4,IBERDROLA,REPSOL,2.0A,0,false,0,22217,0.998
2019 Q4,2019,4,IBERDROLA,REPSOL,2.1A,0,false,0,1789,0.998
2019 Q4,2019,4,IBERDROLA,REPSOL,2.1DHA,1,false,0,4050,0.998
2019 Q4,2019,4,IBERDROLA,IBERDROLA,2.0A,0,true,1,3108300,0.998
2019 Q4,2019,4,IBERDROLA,IBERDROLA,2.0NA-DHA,1,true,1,241091,0.998
2019 Q4,2019,4,IBERDROLA,IBERDROLA,2.1A,0,true,1,489,0.998
2019 Q4,2019,4,IBERDROLA,IBERDROLA,2.1DHA,1,true,1,206,0.998
2019 Q4,2019,4,IBERDROLA,IBERDROLA,2.0A,0,false,1,3410393,0.998
2019 Q4,2019,4,IBERDROLA,IBERDROLA,2.0NA-DHA,1,false,1,1767432,0.998
2019 Q4,2019,4,IBERDROLA,IBERDROLA,2.1A,0,false,1,112981,0.998
2019 Q4,2019,4,IBERDROLA,IBERDROLA,2.1DHA,1,false,1,65481,0.998
2019 Q4,2019,4,NATURGY,OTHERS,2.0A,0,false,0,64892,0.996
2019 Q4,2019,4,NATURGY,OTHERS,2.1A,0,false,0,7241,0.996
2019 Q4,2019,4,NATURGY,OTHERS,2.0NA-DHA,1,false,0,100256,0.996
2019 Q4,2019,4,NATURGY,OTHERS,2.1DHA,1,false,0,8059,0.996
2019 Q4,2019,4,NATURGY,ENDESA,2.0A,0,false,0,46456,0.996
2019 Q4,2019,4,NATURGY,ENDESA,2.0NA-DHA,1,false,0,79516,0.996
2019 Q4,2019,4,NATURGY,ENDESA,2.1A,0,false,0,3407,0.996
2019 Q4,2019,4,NATURGY,ENDESA,2.1DHA,1,false,0,3075,0.996
2019 Q4,2019,4,NATURGY,EDP,2.0A,0,false,0,27489,0.996
2019 Q4,2019,4,NATURGY,EDP,2.0NA-DHA,1,false,0,35514,0.996
2019 Q4,2019,4,NATURGY,EDP,2.1A,0,false,0,358,0.996
2019 Q4,2019,4,NATURGY,EDP,2.1DHA,1,false,0,197,0.996
2019 Q4,2019,4,NATURGY,NATURGY,2.0A,0,false,1,377690,0.996
2019 Q4,2019,4,NATURGY,NATURGY,2.0NA-DHA,1,false,1,397268,0.996
2019 Q4,2019,4,NATURGY,NATURGY,2.1A,0,false,1,33304,0.996
2019 Q4,2019,4,NATURGY,NATURGY,2.1DHA,1,false,1,13183,0.996
2019 Q4,2019,4,NATURGY,REPSOL,2.0A,0,false,0,8299,0.996
2019 Q4,2019,4,NATURGY,REPSOL,2.0NA-DHA,1,false,0,52365,0.996
2019 Q4,2019,4,NATURGY,REPSOL,2.1A,0,false,0,517,0.996
2019 Q4,2019,4,NATURGY,REPSOL,2.1DHA,1,false,0,1438,0.996
2019 Q4,2019,4,NATURGY,NATURGY,2.0A,0,true,1,1848765,0.996
2019 Q4,2019,4,NATURGY,NATURGY,2.0NA-DHA,1,true,1,238584,0.996
2019 Q4,2019,4,NATURGY,NATURGY,2.1A,0,true,1,1851,0.996
2019 Q4,2019,4,NATURGY,NATURGY,2.1DHA,1,true,1,394,0.996
2019 Q4,2019,4,NATURGY,IBERDROLA,2.0A,0,false,0,143950,0.996
2019 Q4,2019,4,NATURGY,IBERDROLA,2.0NA-DHA,1,false,0,105352,0.996
2019 Q4,2019,4,NATURGY,IBERDROLA,2.1DHA,1,false,0,7845,0.996
2019 Q4,2019,4,NATURGY,IBERDROLA,2.1A,0,false,0,7837,0.996
2019 Q4,2019,4,REPSOL,ENDESA,2.0A,0,false,0,9469,0.9914884
2019 Q4,2019,4,REPSOL,ENDESA,2.0NA-DHA,1,false,0,13939,0.9914884
2019 Q4,2019,4,REPSOL,ENDESA,2.1A,0,false,0,575,0.9914884
2019 Q4,2019,4,REPSOL,ENDESA,2.1DHA,1,false,0,450,0.9914884
2019 Q4,2019,4,REPSOL,EDP,2.0A,0,false,0,39540,0.9914884
2019 Q4,2019,4,REPSOL,EDP,2.0NA-DHA,1,false,0,23013,0.9914884
2019 Q4,2019,4,REPSOL,EDP,2.1A,0,false,0,458,0.9914884
2019 Q4,2019,4,REPSOL,EDP,2.1DHA,1,false,0,352,0.9914884
2019 Q4,2019,4,REPSOL,OTHERS,2.0A,0,false,0,26564,0.9914884
2019 Q4,2019,4,REPSOL,OTHERS,2.0NA-DHA,1,false,0,27555,0.9914884
2019 Q4,2019,4,REPSOL,OTHERS,2.1A,0,false,0,2006,0.9914884
2019 Q4,2019,4,REPSOL,OTHERS,2.1DHA,1,false,0,2484,0.9914884
2019 Q4,2019,4,REPSOL,NATURGY,2.0A,0,false,0,15440,0.9914884
2019 Q4,2019,4,REPSOL,NATURGY,2.0NA-DHA,1,false,0,14185,0.9914884
2019 Q4,2019,4,REPSOL,NATURGY,2.1A,0,false,0,731,0.9914884
2019 Q4,2019,4,REPSOL,NATURGY,2.1DHA,1,false,0,441,0.9914884
2019 Q4,2019,4,REPSOL,REPSOL,2.0A,0,false,1,101078,0.9914884
2019 Q4,2019,4,REPSOL,REPSOL,2.0NA-DHA,1,false,1,91713,0.9914884
2019 Q4,2019,4,REPSOL,REPSOL,2.1A,0,false,1,2951,0.9914884
2019 Q4,2019,4,REPSOL,REPSOL,2.1DHA,1,false,1,2406,0.9914884
2019 Q4,2019,4,REPSOL,REPSOL,2.0A,0,true,1,188241,0.9914884
2019 Q4,2019,4,REPSOL,REPSOL,2.0NA-DHA,1,true,1,18650,0.9914884
2019 Q4,2019,4,REPSOL,REPSOL,2.1A,0,true,1,325,0.9914884
2019 Q4,2019,4,REPSOL,REPSOL,2.1DHA,1,true,1,67,0.9914884
2019 Q4,2019,4,REPSOL,IBERDROLA,2.0A,0,false,0,23289,0.9914884
2019 Q4,2019,4,REPSOL,IBERDROLA,2.0NA-DHA,1,false,0,20781,0.9914884
2019 Q4,2019,4,REPSOL,IBERDROLA,2.1A,0,false,0,1219,0.9914884
2019 Q4,2019,4,REPSOL,IBERDROLA,2.1DHA,1,false,0,1180,0.9914884
2019 Q4,2019,4,EDP,OTHERS,2.1DHA,1,false,0,1416,0.992333333
2019 Q4,2019,4,EDP,ENDESA,2.0A,0,false,0,2577,0.992333333
2019 Q4,2019,4,EDP,ENDESA,2.0NA-DHA,1,false,0,6139,0.992333333
2019 Q4,2019,4,EDP,ENDESA,2.1A,0,false,0,288,0.992333333
2019 Q4,2019,4,EDP,ENDESA,2.1DHA,1,false,0,473,0.992333333
2019 Q4,2019,4,EDP,EDP,2.0A,0,false,1,242397,0.992333333
2019 Q4,2019,4,EDP,EDP,2.0NA-DHA,1,false,1,114037,0.992333333
2019 Q4,2019,4,EDP,EDP,2.1A,0,false,1,9783,0.992333333
2019 Q4,2019,4,EDP,EDP,2.1DHA,1,false,1,1773,0.992333333
2019 Q4,2019,4,EDP,OTHERS,2.0A,0,false,0,8575,0.992333333
2019 Q4,2019,4,EDP,OTHERS,2.0NA-DHA,1,false,0,13125,0.992333333
2019 Q4,2019,4,EDP,OTHERS,2.1A,0,false,0,1751,0.992333333
2019 Q4,2019,4,EDP,NATURGY,2.0A,0,false,0,7957,0.992333333
2019 Q4,2019,4,EDP,NATURGY,2.1A,0,false,0,598,0.992333333
2019 Q4,2019,4,EDP,NATURGY,2.0NA-DHA,1,false,0,9123,0.992333333
2019 Q4,2019,4,EDP,NATURGY,2.1DHA,1,false,0,220,0.992333333
2019 Q4,2019,4,EDP,REPSOL,2.0A,0,false,0,1271,0.992333333
2019 Q4,2019,4,EDP,REPSOL,2.0NA-DHA,1,false,0,9632,0.992333333
2019 Q4,2019,4,EDP,REPSOL,2.1DHA,1,false,0,132,0.992333333
2019 Q4,2019,4,EDP,REPSOL,2.1A,0,false,0,127,0.992333333
2019 Q4,2019,4,EDP,EDP,2.0A,0,true,1,169192,0.992333333
2019 Q4,2019,4,EDP,EDP,2.0NA-DHA,1,true,1,19209,0.992333333
2019 Q4,2019,4,EDP,EDP,2.1A,0,true,1,265,0.992333333
2019 Q4,2019,4,EDP,EDP,2.1DHA,1,true,1,47,0.992333333
2019 Q4,2019,4,EDP,IBERDROLA,2.0A,0,false,0,14835,0.992333333
2019 Q4,2019,4,EDP,IBERDROLA,2.0NA-DHA,1,false,0,7837,0.992333333
2019 Q4,2019,4,EDP,IBERDROLA,2.1A,0,false,0,1405,0.992333333
2019 Q4,2019,4,EDP,IBERDROLA,2.1DHA,1,false,0,727,0.992333333
2019 Q4,2019,4,ENDESA,OTHERS,2.0A,0,false,0,346885,0.986
2019 Q4,2019,4,ENDESA,OTHERS,2.1A,0,false,0,37251,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.0A,0,false,1,1418980,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.0NA-DHA,1,false,1,2984590,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.1A,0,false,1,91716,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.1DHA,1,false,1,98745,0.986
2019 Q4,2019,4,ENDESA,EDP,2.0A,0,false,0,41901,0.986
2019 Q4,2019,4,ENDESA,EDP,2.0NA-DHA,1,false,0,68251,0.986
2019 Q4,2019,4,ENDESA,EDP,2.1A,0,false,0,653,0.986
2019 Q4,2019,4,ENDESA,EDP,2.1DHA,1,false,0,452,0.986
2019 Q4,2019,4,ENDESA,OTHERS,2.0NA-DHA,1,false,0,430507,0.986
2019 Q4,2019,4,ENDESA,OTHERS,2.1DHA,1,false,0,32205,0.986
2019 Q4,2019,4,ENDESA,NATURGY,2.0A,0,false,0,277955,0.986
2019 Q4,2019,4,ENDESA,NATURGY,2.0NA-DHA,1,false,0,262163,0.986
2019 Q4,2019,4,ENDESA,NATURGY,2.1A,0,false,0,21363,0.986
2019 Q4,2019,4,ENDESA,NATURGY,2.1DHA,1,false,0,6955,0.986
2019 Q4,2019,4,ENDESA,REPSOL,2.0A,0,false,0,26831,0.986
2019 Q4,2019,4,ENDESA,REPSOL,2.0NA-DHA,1,false,0,131422,0.986
2019 Q4,2019,4,ENDESA,REPSOL,2.1A,0,false,0,1339,0.986
2019 Q4,2019,4,ENDESA,REPSOL,2.1DHA,1,false,0,3684,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.0A,0,true,1,4370826,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.0NA-DHA,1,true,1,356634,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.1A,0,true,1,27880,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.1DHA,1,true,1,4581,0.986
2019 Q4,2019,4,ENDESA,IBERDROLA,2.0A,0,false,0,356413,0.986
2019 Q4,2019,4,ENDESA,IBERDROLA,2.0NA-DHA,1,false,0,214605,0.986
2019 Q4,2019,4,ENDESA,IBERDROLA,2.1A,0,false,0,24460,0.986
2019 Q4,2019,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,15021,0.986
