date,year,quarter,market,consumer_reg,consumer_inc,smartmeter,consumer_commercial,consumer_market,consumer_ENDESA,consumer_EDP,consumer_OTHERS,consumer_NATURGY,consumer_REPSOL,consumer_IBERDROLA,consumer_reg_fdata,registration_distr_reg,switch_reg_inc,switch_reg_others,switch_inc_reg,switch_others_reg,consumer_reg_lag,consumer_inc_lag,consumer_commercial_lag,consumer_market_lag,consumer_ENDESA_lag,consumer_IBERDROLA_lag,consumer_NATURGY_lag,consumer_OTHERS_lag,consumer_REPSOL_lag,consumer_EDP_lag,reg_switch_out,reg_switch_in,lambdas,P,Pi,Po
2017 Q3,2017,3,REPSOL,216899,199395,0.98,410764,627663,27543,64568,32491,39205,199395,47562,217550,89.73068260170075,939.1811445644679,1588.2330820501033,618.144702367272,117.64689496667432,219056,198613,407657,626713,27850,47736,39404,30238,198613,63816,2527.4142266145714,735.7915973339464,0.013342682093978972,0.13527476285454546,0.32132985143629905,0.5433953857091555
2017 Q4,2017,4,REPSOL,214720,200780,0.98,413355,628075,26524,64721,34671,39490,200780,47169,217513,84.895707383007,1177.6811500921783,1193.4757003029704,457.05479672479345,70.0883165603895,216899,199395,410764,627663,27543,47562,39205,32491,199395,64568,2371.1568503951485,527.143113285183,0.012215401842902181,0.10505782479192982,0.4444904309005944,0.4504517443074758
2018 Q1,2018,1,REPSOL,213454,202054,0.984048,415295,628749,25774,64676,36718,39323,202054,46750,217926,90.11209309582152,1083.3040756954197,1201.8210677018806,1459.4241164431965,133.20918109817094,214720,200780,413355,628075,26524,47169,39490,34671,200780,64721,2285.1251433973002,1592.6332975413675,0.014495291948105555,0.26580651977889763,0.34805743211510476,0.3861360481059978
2018 Q2,2018,2,REPSOL,212409,203396,0.987,416886,629295,25183,64324,38429,39118,203396,46436,219412,74.5423814558912,975.8275390589394,1147.1782081198842,1598.3048283594333,119.07419375421581,213454,202054,415295,628749,25774,46750,39323,36718,202054,64676,2123.0057471788236,1717.3790221136492,0.014081286890991526,0.29367508586767005,0.32465823686520223,0.38166667726712766
2018 Q3,2018,3,REPSOL,210584,204726,0.989,419084,629668,24724,64419,40603,37851,204726,46761,214880,68.60052122114669,1087.8082650781832,1287.7297840655249,819.2862248696947,115.64087862993297,212409,203396,416886,629295,25183,46436,39118,38429,203396,64324,2375.538049143708,934.9271034996277,0.01342643639893378,0.1670319996824847,0.3814333664820306,0.4515346338354848
2018 Q4,2018,4,REPSOL,210353,204341,0.9892442,418391,628744,24580,63901,42956,36155,204341,46458,214613,53.90826743953068,995.8327221556941,1155.5972238401214,2559.172477902084,197.0102137335576,210584,204726,419084,629668,24724,46761,37851,40603,204726,64419,2151.4299459958156,2756.1826916356417,0.016793176099237347,0.391628309972715,0.28159710116980474,0.3267745888574801
2019 Q1,2019,1,REPSOL,209672,202954,0.9902442,418570,628242,24642,63445,46555,34905,202954,46069,216338,0.0,682.3077221754846,1396.5986188279453,2118.643012323309,166.70018212241956,210353,204341,418391,628744,24580,46458,36155,42956,204341,63901,2078.90634100343,2285.3431944457284,0.015345160071455106,0.3559571092689063,0.21137817952199997,0.4326647112090937
2019 Q2,2019,2,REPSOL,209034,201711,0.99,419452,628486,24247,63267,50800,33540,201711,45887,215096,0.0,315.8406014058839,1023.3235485550638,1373.1777531892735,148.68803696953918,209672,202954,418570,628242,24642,46069,34905,46555,202954,63445,1339.1641499609477,1521.8657901588126,0.010022817192750711,0.36275920988528954,0.15029263917799773,0.4869481509367127
2019 Q3,2019,3,REPSOL,207954,199916,0.9914884,421082,629036,24534,62996,55111,32417,199916,46108,225547,0.0,241.56361201878101,1658.675335961019,1113.7742111400285,194.54168754184272,209034,201711,419452,628486,24247,45887,33540,50800,201711,63267,1900.2389479798,1308.3158986818712,0.012209681080103781,0.25546183608276063,0.09464774330243413,0.6498904206148053
2019 Q4,2019,4,REPSOL,207283,198148,0.9914884,421819,629102,24433,63363,58609,30797,198148,46469,214179,0.0,334.85971080264636,1279.435080003175,1206.8498825748557,157.75182907754728,207954,199916,421082,629036,24534,46108,32417,55111,199916,62996,1614.2947908058213,1364.6017116524029,0.011003452436132042,0.29451692956811315,0.14634121245169834,0.5591418579801886
