year,month,retailer,retailer_type,tariff,power,energy_consumption,energy_bill,energy_price,power_bill,pretax_bill,total_bill,contract_id
2019,9,COR,regulated,2.0A,4.4,3000,307.266,0.10242200000000001,181.0882744,488.3542744,621.1200379,9999
2019,10,COR,regulated,2.0DHA,5.5,5000,412.6024,0.08252048,226.360343,638.962743,812.6734708,9999
2019,10,COR,regulated,2.0A,4.4,3000,327.906,0.109302,181.0882744,508.9942744,647.3713032,9999
2019,11,COR,regulated,2.0DHA,5.5,5000,391.95565,0.07839113,226.360343,618.3159929999999,786.4136205,9999
2019,11,COR,regulated,2.0A,4.4,3000,319.644,0.106548,181.0882744,500.7322744,636.8631659,9999
2019,12,COR,regulated,2.0DHA,5.5,5000,346.9944,0.06939888,226.360343,573.354743,729.2290421,9999
2019,12,COR,regulated,2.0A,4.4,3000,292.719,0.097573,181.0882744,473.8072744,602.6182378,9999
2020,1,COR,regulated,2.0DHA,5.5,5000,384.8606,0.07697211999999999,226.360343,611.220943,777.3896845,9999
2020,1,COR,regulated,2.0A,4.4,3000,314.166,0.104722,181.0882744,495.2542744,629.895897,9999
2020,2,COR,regulated,2.0DHA,5.5,5000,354.2106,0.07084212,226.360343,580.5709429999999,738.4070644,9999
2020,2,COR,regulated,2.0A,4.4,3000,292.068,0.097356,181.0882744,473.1562744,601.7902546,9999
2020,3,COR,regulated,2.0DHA,5.5,5000,308.26465,0.06165293,226.360343,534.624993,679.9700819,9999
2020,3,COR,regulated,2.0A,4.4,3000,263.343,0.08778100000000001,181.0882744,444.4312744,565.2559719,9999
2020,4,COR,regulated,2.0DHA,5.5,5000,266.2427,0.053248540000000004,226.360343,492.603043,626.5238922,9999
2020,4,COR,regulated,2.0A,4.4,3000,235.338,0.078446,181.0882744,416.4262744,529.6374311,9999
2020,5,COR,regulated,2.0DHA,5.5,5000,274.25355,0.054850710000000004,226.360343,500.613893,636.7126009,9999
2020,5,COR,regulated,2.0A,4.4,3000,240.195,0.080065,181.0882744,421.2832744,535.8148727,9999
2020,6,COR,regulated,2.0DHA,5.5,5000,318.0414,0.06360828,226.360343,544.401743,692.4047746,9999
2020,6,COR,regulated,2.0A,4.4,3000,266.739,0.08891299999999999,181.0882744,447.82727439999996,569.5752208,9999
2020,7,COR,regulated,2.0DHA,5.5,5000,334.7964,0.06695928,226.360343,561.156743,713.7148496,9999
2020,7,COR,regulated,2.0A,4.4,3000,280.185,0.093395,181.0882744,461.2732744,586.6766991,9999
2020,8,COR,regulated,2.0DHA,5.5,5000,346.6427,0.06932854,226.360343,573.0030429999999,728.7817277,9999
2020,8,COR,regulated,2.0A,4.4,3000,287.277,0.095759,181.0882744,468.3652744,595.6967559,9999
2020,9,COR,regulated,2.0DHA,5.5,5000,377.76585,0.07555317,226.360343,604.1261930000001,768.3661301,9999
2020,9,COR,regulated,2.0A,4.4,3000,306.681,0.102227,181.0882744,487.7692744,620.3759977,9999
2020,10,COR,regulated,2.0DHA,5.5,5000,355.1549,0.07103098,226.360343,581.515243,739.6080852,9999
2020,10,COR,regulated,2.0A,4.4,3000,292.656,0.097552,181.0882744,473.7442744,602.5381104,9999
2020,11,COR,regulated,2.0DHA,5.5,5000,392.3079,0.07846158,226.360343,618.6682430000001,786.8616345,9999
2020,11,COR,regulated,2.0A,4.4,3000,317.724,0.105908,181.0882744,498.8122744,634.4211877,9999
2020,12,COR,regulated,2.0DHA,5.5,5000,395.7292,0.07914584,226.360343,622.089543,791.2130615,9999
2020,12,COR,regulated,2.0A,4.4,3000,322.773,0.107591,181.0882744,503.8612744,640.8428272,9999
2011,12,IBERDROLA,traditional,2.0A,4.4,3000,448.305,0.149435,91.8449136,540.1499136000001,669.9640432666666,9999
2011,12,IBERDROLA,traditional,2.0DHA,5.5,5000,520.3411166666666,0.10406822333333333,114.80614199999998,635.1472586666667,787.7920828333334,9999
2011,12,ENDESA,traditional,2.0A,4.4,3000,420.573,0.140191,86.24647922,506.81947922,628.6233116999999,9999
2011,12,IBERDROLA,traditional,2.1A,12,10000,1690.57,0.169057,392.58648,2083.1564799999996,2583.8010945,9999
2011,12,IBERDROLA,traditional,2.1DHA,12.5,15000,1911.168075,0.127411205,408.94425,2320.112325,2877.704495,9999
2011,12,NATURGY,traditional,2.0A,4.4,3000,426.957,0.142319,90.7857676,517.7427676,642.171792,9999
2011,12,NATURGY,traditional,2.0DHA,5.5,5000,498.86335,0.09977267000000001,113.4822095,612.3455595,759.5104555,9999
2011,12,ENDESA,traditional,2.1DHA,12.5,15000,1663.45245,0.11089683,397.1631,2060.61555,2555.842908,9999
2011,12,ENDESA,traditional,2.0DHA,5.5,5000,498.86335,0.09977267000000001,113.4822095,612.3455595,759.5104555,9999
2011,12,ENDESA,traditional,2.1A,12,10000,1422.23,0.142223,388.684224,1810.914224,2246.130907,9999
2012,1,IBERDROLA,traditional,2.0A,4.4,3000,448.305,0.149435,91.8449136,540.1499136000001,669.9640432666666,9999
2012,1,IBERDROLA,traditional,2.0DHA,5.5,5000,520.3411166666666,0.10406822333333333,114.80614199999998,635.1472586666667,787.7920828333334,9999
2012,1,ENDESA,traditional,2.0A,4.4,3000,447.2265,0.1490755,86.24647922,533.4729792200001,661.68244245,9999
2012,1,IBERDROLA,traditional,2.1A,12,10000,1753.01,0.17530099999999998,422.811936,2175.821936,2698.7368225,9999
2012,1,NATURGY,traditional,2.0A,4.4,3000,427.047,0.142349,90.7857676,517.8327676,642.2834216,9999
2012,1,NATURGY,traditional,2.0DHA,5.5,5000,499.01335,0.09980267,113.4822095,612.4955595,759.696505,9999
2012,1,ENDESA,traditional,2.1DHA,12.5,15000,1740.86025,0.11605735,422.10495,2162.9652,2682.79023,9999
2012,1,ENDESA,traditional,2.0DHA,5.5,5000,499.01335,0.09980267,113.4822095,612.4955595,759.696505,9999
2012,1,IBERDROLA,traditional,2.1DHA,12.5,15000,1901.8431,0.12678954,441.24705,2343.09015,2906.204577,9999
2012,1,ENDESA,traditional,2.1A,12,10000,1486.97,0.148697,412.6284,1899.5984,2356.128535,9999
2012,2,IBERDROLA,traditional,2.0A,4.4,3000,450.80999999999995,0.15027000000000001,91.8449136,542.6549136,673.0710694333334,9999
2012,2,IBERDROLA,traditional,2.0DHA,5.5,5000,543.2830166666666,0.10865660333333334,114.80614199999998,658.0891586666667,816.2476054666668,9999
2012,2,ENDESA,traditional,2.0A,4.4,3000,447.2265,0.1490755,86.24647922,533.4729792200001,661.68244245,9999
2012,2,IBERDROLA,traditional,2.1A,12,10000,1753.01,0.17530099999999998,422.811936,2175.821936,2698.7368225,9999
2012,2,NATURGY,traditional,2.0A,4.4,3000,427.047,0.142349,90.7857676,517.8327676,642.2834216,9999
2012,2,NATURGY,traditional,2.0DHA,5.5,5000,499.01335,0.09980267,113.4822095,612.4955595,759.696505,9999
2012,2,ENDESA,traditional,2.1DHA,12.5,15000,1740.86025,0.11605735,422.10495,2162.9652,2682.79023,9999
2012,2,ENDESA,traditional,2.0DHA,5.5,5000,499.01335,0.09980267,113.4822095,612.4955595,759.696505,9999
